award_id,agency,detailed_status,grantee_organization,grantee_state,grantee_city,grantee_org_type,usasp_award_id,usasp_recipient_name,uei,parent_uei,parent_name,business_categories,usasp_address,usasp_city,usasp_state,usasp_country,usasp_zip5,usasp_county,usasp_congressional,usasp_pop_end,ein,bmf_name,bmf_city,bmf_zip5,ntee,bmf_revenue,match_tier,match_name_score,match_geo_score,match_method
NU2HGH000061,cdc,Terminated,KEMENTERIAN KESEHATAN RI,N/A,JAKARTA,Other Health Organization,ASST_NON_NU2HGH000061_075,KEMENTERIAN KESEHATAN RI,UZLBN6HTQ1R9,,,,"JL. HR. RASUNA SAID BLOK X - 5, KAV. 4-9",JAKARTA,,IDN,,,,2026-09-29,,,,,,,FOREIGN,0,0,non-us-recipient:IDN
NU2HGH000069,cdc,Terminated,"OHIO STATE UNIVERSITY, THE",OH,Columbus,"Junior College, College & University",ASST_NON_NU2HGH000069_075,"OHIO STATE UNIVERSITY, THE",DLWBSLWAJWR1,EWRDP9YCDDH5,THE OHIO STATE UNIVERSITY,Higher Education|Higher Education (Public),1960 KENNY ROAD,COLUMBUS,OH,USA,43210,FRANKLIN,03,2026-09-29,316025986,THE OHIO STATE UNIVERSITY,COLUMBUS,43210,B40,,YES,1.0,1.5,exact-name+geo
NU2HGH000074,cdc,Terminated,FAMILY HEALTH INTERNATIONAL,NC,DURHAM,Other Health Organization,ASST_NON_NU2HGH000074_075,FAMILY HEALTH INTERNATIONAL,VRAASTY11EA3,,,Nonprofit Organization,359 BLACKWELL STREET,DURHAM,NC,USA,27701,DURHAM,04,2026-01-31,237413005,FAMILY HEALTH INTERNATIONAL,DURHAM,27701,Q300,,YES,1.0,1.5,exact-name+geo
NU2HGH000077,cdc,Terminated,AFRICAN SOCIETY FOR LABORATORY MEDICINE,N/A,ADDIS ABABA,Other Health Organization,ASST_NON_NU2HGH000077_075,AFRICAN SOCIETY FOR LABORATORY MEDICINE,Y78TFU88W6H9,,,,"NEW 800, WOREDA 08, NO WOREDA-142, KIRKOS",ADDIS ABABA,,ETH,,,,2026-09-29,,,,,,,FOREIGN,0,0,non-us-recipient:ETH
NU2HGH000080,cdc,Terminated,"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC. (THE)",MD,BETHESDA,Planning & Administrative Organizations,ASST_NON_NU2HGH000080_075,"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC. (THE)",FHAWFVPAM5Z4,,,,7700 WISCONSIN AVE STE 1000,BETHESDA,MD,USA,20814,MONTGOMERY,08,2027-09-29,,,,,,,GOV,0,0,government-entity
NU2HGH000099,cdc,Terminated,The TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,NEW YORK,"Junior College, College & University",ASST_NON_NU2HGH000099_075,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,QHF5ZZ114M72,,,Higher Education|Higher Education (Public),630 W 168TH ST FL 4,NEW YORK,NY,USA,10032,NEW YORK,13,2026-09-29,,,,,,,GOV,0,0,government-entity
NU2RGH001916,cdc,Terminated,"THE TASK FORCE FOR GLOBAL HEALTH, INC.",GA,Decatur,Other Special Interest Organization,ASST_NON_NU2RGH001916_075,"THE TASK FORCE FOR GLOBAL HEALTH, INC.",L9DLXYHZ3TM8,T2E8NUG3BQA3,"TASK FORCE FOR GLOBAL HEALTH, INC",Nonprofit Organization,330 WEST PONCE DE LEON AVE,DECATUR,GA,USA,30030,DEKALB,05,2027-07-31,581698648,THE TASK FORCE FOR GLOBAL HEALTH INC,DECATUR,30030,P30A,114019244,YES,1.0,1.5,exact-name+geo
NU38CK000485,cdc,Terminated,AUCKLAND UNISERVICES LIMITED,N/A,AUCKLAND,Other Health Organization,ASST_NON_NU38CK000485_075,AUCKLAND UNISERVICES LIMITED,G8HSF57ZWJA7,,THE UNIVERSITY OF AUCKLAND,,"LEVEL 10, 49 SYMONDS STREET",AUCKLAND,,NZL,,,,2025-03-25,,,,,,,FOREIGN,0,0,non-us-recipient:NZL
NU38OT000297,cdc,Terminated,"COUNCIL OF STATE AND TERRITORIAL EPIDEMIOLOGISTS, INC.",GA,ATLANTA,Other Health Organization,ASST_NON_NU38OT000297_075,"COUNCIL OF STATE AND TERRITORIAL EPIDEMIOLOGISTS, INC.",NSJBSF68TBN5,,,Nonprofit Organization,2635 CENTURY PKWY NE STE 700,ATLANTA,GA,USA,30345,DEKALB,04,2025-07-31,237410799,COUNCIL OF STATE AND TERRITORIAL EPIDEMIOLOGISTS,ATLANTA,30345,,43920070,YES,1.0,1.5,exact-name+geo
NU38OT000306,cdc,Terminated,NATIONAL ASSOCIATION OF COUNTY AND CITY HEALTH OFFICIALS,DC,WASHINGTON,Other Health Organization,ASST_NON_NU38OT000306_075,NATIONAL ASSOCIATION OF COUNTY AND CITY HEALTH OFFICIALS,SRH7DCCTU3G7,,,Nonprofit Organization,1201 I ST NW FL 4,WASHINGTON,DC,USA,20005,DISTRICT OF COLUMBIA,98,2025-07-31,,,,,,,GOV,0,0,government-entity
NU38OT000310,cdc,Terminated,"NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC.",MD,BETHESDA,Other Health Organization,ASST_NON_NU38OT000310_075,"NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC.",J7UGLALV8FJ5,,,Nonprofit Organization,7501 WISCONSIN AVE STE 1100W,BETHESDA,MD,USA,20814,MONTGOMERY,08,2025-07-31,520939952,NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS INC,BETHESDA,20814,E32C,46346948,YES,1.0,1.5,exact-name+geo
NU38TO000012,cdc,Terminated,CHICKASAW NATION,OK,ADA,Indian Tribal Council,ASST_NON_NU38TO000012_075,CHICKASAW NATION,KS8HLVMJEMW9,,CHICKASAW NATION,Government|Native American Tribal Government,520 ARLINGTON ST,ADA,OK,USA,74820,PONTOTOC,04,2028-08-30,,,,,,,GOV,0,0,government-entity
NU38TO000015,cdc,Terminated,TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS,ND,BELCOURT,Indian Tribal Council,ASST_NON_NU38TO000015_075,TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS,Y9X2KNAG1GD9,TMQVTNN6YJF7,TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS,Government|Native American Tribal Government,4180 HWY 281,BELCOURT,ND,USA,58316,ROLETTE,00,2028-08-30,,,,,,,GOV,0,0,government-entity
NU38TO000019,cdc,Terminated,CHEROKEE NATION,OK,TAHLEQUAH,Indian Tribal Council,ASST_NON_NU38TO000019_075,CHEROKEE NATION,TBAHL1WANLF3,,THE CHEROKEE NATION,Government|Native American Tribal Government,17675 S MUSKOGEE AVE,TAHLEQUAH,OK,USA,74464,CHEROKEE,02,2028-08-30,,,,,,,GOV,0,0,government-entity
NU38TO000023,cdc,Terminated,WABANAKI PUBLIC HEALTH & WELLNESS NPC,ME,BANGOR,Other Special Interest Organization,ASST_NON_NU38TO000023_075,WABANAKI PUBLIC HEALTH & WELLNESS NPC,T56BV185GKB6,,,Government|Native American Tribal Government,1 MERCHANTS PLZ,BANGOR,ME,USA,04401,PENOBSCOT,02,2028-08-30,,,,,,,GOV,0,0,government-entity
NU3HCK000001,cdc,Terminated,THE JOHNS HOPKINS UNIVERSITY,MD,BALTIMORE,"Junior College, College & University",ASST_NON_NU3HCK000001_075,THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,GS4PNKTRNKL3,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,Higher Education|Higher Education (Private),3400 N CHARLES ST,BALTIMORE,MD,USA,21218,BALTIMORE (CITY),07,2026-09-29,237424444,JOHNS HOPKINS UNIVERSITY,BALTIMORE,21211,,280524446,YES,1.0,0.5,exact-name+geo
NU3HCK000018,cdc,Terminated,HEALTH SECURITY PARTNERS,DC,WASHINGTON,Other Health Organization,ASST_NON_NU3HCK000018_075,HEALTH SECURITY PARTNERS,LVU1DQG5JKX5,,,Nonprofit Organization,1341 22ND ST NW,WASHINGTON,DC,USA,20037,DISTRICT OF COLUMBIA,98,2026-09-29,464681599,HEALTH SECURITY PARTNERS LLC,WASHINGTON,20037,E70,14560156,YES,1.0,1.5,exact-name+geo
NU50CK000495,cdc,Terminated,INTERNATIONAL ORGANIZATION FOR MIGRATION,DC,Washington,Other Special Interest Organization,ASST_NON_NU50CK000495_075,INTERNATIONAL ORGANIZATION FOR MIGRATION,R83NBN53FNK5,,INTERNATIONAL ORGANIZATION FOR MIGRATION,Nonprofit Organization,1707 L ST NW STE 800,WASHINGTON,DC,USA,20036,DISTRICT OF COLUMBIA,98,2025-09-29,,INTERNATIONAL SIKH ORGANIZATION INC,WASHINGTON,,,,NO,0.871,0.5,name+geo (closest rejected)
NU50CK000499,cdc,Terminated,COMMONWEALTH HEALTHCARE CORPORATION,MP,SAIPAN,Health Department,ASST_NON_NU50CK000499_075,COMMONWEALTH HEALTHCARE CORPORATION,J9ANMNJ3QJM6,,,,1178 HINEMLU' ST,SAIPAN,MP,USA,96950,SAIPAN,98,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000500,cdc,Terminated,STATE OF MT DEPT HEALTH AND HUMAN SERVICES,MT,HELENA,Health Department,ASST_NON_NU50CK000500_075,STATE OF MONTANA DEPARTMENT OF HEALTH AND HUMAN SERVICES,TR3DAXR9MCN8,TR3DAXR9MCN8,STATE OF MONTANA DEPARTMENT OF HEALTH AND HUMAN SERVICES,Government|U.S. Regional/State Government,2401 COLONIAL DR,HELENA,MT,USA,59601,LEWIS AND CLARK,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000501,cdc,Terminated,DEPARTMENT OF STATE HEALTH SERVICES,TX,AUSTIN,Health Department,ASST_NON_NU50CK000501_075,DEPARTMENT OF STATE HEALTH SERVICES,NFHJD7V9MGN3,,,Government|U.S. Regional/State Government,1100 W 49TH ST,AUSTIN,TX,USA,78756,TRAVIS,37,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000503,cdc,Terminated,INDIANA DEPARTMENT OF HEALTH,IN,INDIANAPOLIS,Health Department,ASST_NON_NU50CK000503_075,INDIANA DEPARTMENT OF HEALTH,GXFMGZLP95D9,,,Government|U.S. Regional/State Government,2 N MERIDIAN ST,INDIANAPOLIS,IN,USA,46204,MARION,07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000504,cdc,Terminated,IOWA DEPARTMENT OF PUBLIC HEALTH,IA,DES MOINES,Health Department,ASST_NON_NU50CK000504_075,IOWA DEPARTMENT OF PUBLIC HEALTH,S47QLSY37VS1,DGWJPMN2QD69,STATE OF IOWA,Government|U.S. Regional/State Government,321 E 12TH ST,DES MOINES,IA,USA,50319,POLK,03,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000509,cdc,Terminated,STATE OF ALASKA DEPARTMENT OF HEALTH,AK,JUNEAU,Health Department,ASST_NON_NU50CK000509_075,STATE OF ALASKA DEPARTMENT OF HEALTH,LNQNF7PKBV13,V51BY26T73M5,"ALASKA, STATE OF",Government|U.S. Regional/State Government,350 MAIN ST # 214,JUNEAU,AK,USA,99801,JUNEAU,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000512,cdc,Terminated,SOUTH DAKOTA DEPARTMENT OF HEALTH,SD,PIERRE,Health Department,ASST_NON_NU50CK000512_075,SOUTH DAKOTA DEPARTMENT OF HEALTH,J84PKUEWQ6Y5,UB23ZUH97ET3,STATE OF SOUTH DAKOTA-DIVISION OF OASI,Government|U.S. Regional/State Government,600 E CAPITOL AVE,PIERRE,SD,USA,57501,HUGHES,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000513,cdc,Terminated,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,FM,Pohnpei,Health Department,ASST_NON_NU50CK000513_075,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,SPWNPA2VM2Z5,,,,MOGITHIN BUILDING PALIKIR STATION,POHNPEI,FM,USA,96941,,99,2027-07-31,,,,,,,NA,0,0,no-bmf-file-for-state:FM
NU50CK000514,cdc,Terminated,NORTH DAKOTA DEPARTMENT OF HEALTH AND HUMAN SERVICES,ND,BISMARCK,Health Department,ASST_NON_NU50CK000514_075,NORTH DAKOTA DEPARTMENT OF HEALTH AND HUMAN SERVICES,U4BCQ8P144P6,,,Government|U.S. Regional/State Government,600 E BOULEVARD AVE DEPT 301,BISMARCK,ND,USA,58505,BURLEIGH,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000520,cdc,Terminated,HUMAN SERVICES VERMONT AGENCY OF,VT,WATERBURY,Welfare Department,ASST_NON_NU50CK000520_075,HUMAN SERVICES VERMONT AGENCY OF,YLQARK22FMQ1,LALMDNWSYKT1,VERMONT DEPARTMENT OF PUBLIC SAFETY,Government|U.S. Regional/State Government,280 STATE DR,WATERBURY,VT,USA,05671,WASHINGTON,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000522,cdc,Terminated,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,NH,CONCORD,Welfare Department,ASST_NON_NU50CK000522_075,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,LA2HR1U97VC6,,,Government|U.S. Regional/State Government,129 PLEASANT ST,CONCORD,NH,USA,03301,MERRIMACK,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000526,cdc,Terminated,PUERTO RICO DEPARTMENT OF HEALTH,PR,SAN JUAN,Other Health Organization,ASST_NON_NU50CK000526_075,PUERTO RICO DEPARTMENT OF HEALTH,NMLEHM4JTN15,,,,"EDIFICIO A, ANTIGUO HOSPITAL PSIQUISTRIA, CALLE PERIFERAL, BO. MONACILLOS",SAN JUAN,PR,USA,00935,SAN JUAN,98,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000528,cdc,Terminated,TENNESSEE DEPARTMENT OF HEALTH,TN,NASHVILLE,Health Department,ASST_NON_NU50CK000528_075,TENNESSEE DEPARTMENT OF HEALTH,EA5JN3P55GR1,,,Government|U.S. Regional/State Government,710 JAMES ROBERTSON PKWY,NASHVILLE,TN,USA,37243,DAVIDSON,07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000529,cdc,Terminated,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,GA,ATLANTA,Health Department,ASST_NON_NU50CK000529_075,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,GUT1BFELPFJ1,,,Government|U.S. Regional/State Government,"200 PIEDMONT AVENUE, SE WEST TOWER",ATLANTA,GA,USA,30334,FULTON,05,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000531,cdc,Terminated,DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES,GU,MANGILAO,Other Health Organization,ASST_NON_NU50CK000531_075,DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES,QM41LQWVXCK8,,,,123 CHALAN KARETA,BARRIGADA,GU,USA,96913,GUAM,98,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000532,cdc,Terminated,"HEALTH, LOUISIANA DEPARTMENT OF",LA,NEW ORLEANS,Health Department,ASST_NON_NU50CK000532_075,"HEALTH, LOUISIANA DEPARTMENT OF",L2GPNJZBM283,,,Government|U.S. Regional/State Government,"1450 POYDRAS ST, STE 1652",NEW ORLEANS,LA,USA,70112,ORLEANS,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000533,cdc,Terminated,PALAU MINISTRY OF HEALTH,PW,KOROR,Health Department,ASST_NON_NU50CK000533_075,PALAU MINISTRY OF HEALTH,XBK8DJ4UV3D3,,,,1 HOSPITAL RD,KOROR,PW,USA,96940,,99,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000535,cdc,Terminated,OKLAHOMA STATE DEPARTMENT OF HEALTH,OK,OKLAHOMA CITY,Health Department,ASST_NON_NU50CK000535_075,OKLAHOMA STATE DEPARTMENT OF HEALTH,LFU8Z8MPLTG3,QARFCMD719K4,OKLAHOMA STATE DEPARTMENT OF HEALTH,Government|U.S. Regional/State Government,123 ROBERT S KERR AVE,OKLAHOMA CITY,OK,USA,73102,OKLAHOMA,05,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000536,cdc,Terminated,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,UT,SALT LAKE CITY,Health Department,ASST_NON_NU50CK000536_075,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,C172TQML5G99,,,Government|U.S. Regional/State Government,195 N 1950 W,SALT LAKE CITY,UT,USA,84116,SALT LAKE,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000537,cdc,Terminated,DEPARTMENT OF HEALTH,AS,PAGO PAGO,Health Department,ASST_NON_NU50CK000537_075,DEPARTMENT OF HEALTH,JWV8MLNBAGC9,JWV8MLNBAGC9,DEPARTMENT OF HEALTH,,ONE FAGAALU ROAD,PAGO PAGO,AS,USA,96799,WESTERN,98,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000538,cdc,Terminated,ARKANSAS DEPARTMENT OF HEALTH,AR,LITTLE ROCK,Health Department,ASST_NON_NU50CK000538_075,ARKANSAS DEPARTMENT OF HEALTH,SYB9UJV328L9,,,Government|U.S. Regional/State Government,4815 W MARKHAM ST,LITTLE ROCK,AR,USA,72205,PULASKI,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000540,cdc,Terminated,DEPARTMENT OF HEALTH WYOMING,WY,CHEYENNE,Health Department,ASST_NON_NU50CK000540_075,DEPARTMENT OF HEALTH WYOMING,JP1QRJYYJG73,,,Government|U.S. Regional/State Government,2300 CAPITOL AVE,CHEYENNE,WY,USA,82001,LARAMIE,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000542,cdc,Terminated,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,SC,Cayce,Health Department,ASST_NON_NU50CK000542_075,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,JNZSNC4MUMS7,,,Government|U.S. Regional/State Government,400 OTARRE PKWY,CAYCE,SC,USA,29033,LEXINGTON,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000543,cdc,Terminated,OHIO DEPARTMENT OF HEALTH,OH,COLUMBUS,Health Department,ASST_NON_NU50CK000543_075,OHIO DEPARTMENT OF HEALTH,CLN8VY9APLQ5,,,Government|U.S. Regional/State Government,246 N HIGH ST,COLUMBUS,OH,USA,43215,FRANKLIN,15,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000544,cdc,Terminated,IDAHO DEPARTMENT OF HEALTH & WELFARE,ID,BOISE,Health Department,ASST_NON_NU50CK000544_075,IDAHO DEPARTMENT OF HEALTH & WELFARE,WP92EVJB9HF9,,,Government|U.S. Regional/State Government,450 W STATE ST FL 10,BOISE,ID,USA,83702,ADA,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000545,cdc,Terminated,ALABAMA DEPARTMENT OF HEALTH,AL,MONTGOMERY,Health Department,ASST_NON_NU50CK000545_075,ALABAMA DEPARTMENT OF HEALTH,WDVJK7FUB8A6,WDVJK7FUB8A6,ALABAMA DEPARTMENT OF HEALTH,Government|U.S. Regional/State Government,201 MONROE ST,MONTGOMERY,AL,USA,36104,MONTGOMERY,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000546,cdc,Terminated,MISSOURI DEPARTMENT OF HEALTH & SENIOR SERVICES,MO,JEFFERSON CITY,Health Department,ASST_NON_NU50CK000546_075,MISSOURI DEPARTMENT OF HEALTH & SENIOR SERVICES,UETLXV8NG8F4,,,Government|U.S. Regional/State Government,920 WILDWOOD DR,JEFFERSON CITY,MO,USA,65109,COLE,03,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000547,cdc,Terminated,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,NE,LINCOLN,Welfare Department,ASST_NON_NU50CK000547_075,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,HKQDEXRXGKL1,,,,301 CENTENNIAL MALL S,LINCOLN,NE,USA,68508,LANCASTER,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000549,cdc,Terminated,KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT,KS,TOPEKA,Health Department,ASST_NON_NU50CK000549_075,KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT,CGSTLVM57LM5,,,,1000 SW JACKSON ST STE 570,TOPEKA,KS,USA,66612,SHAWNEE,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000550,cdc,Terminated,MISSISSIPPI STATE DEPARTMENT OF HEALTH,MS,JACKSON,Health Department,ASST_NON_NU50CK000550_075,MISSISSIPPI STATE DEPARTMENT OF HEALTH,GHELM9ULN8A1,,,Government|U.S. Regional/State Government,570 E WOODROW WILSON AVE,JACKSON,MS,USA,39216,HINDS,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000551,cdc,Terminated,"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",WV,CHARLESTON,Health Department,ASST_NON_NU50CK000551_075,"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",YZ2HCE5SELE6,,STATE OF WEST VIRGINIA,Government|U.S. Regional/State Government,350 CAPITOL ST RM 702,CHARLESTON,WV,USA,25301,KANAWHA,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000554,cdc,Terminated,FLORIDA DEPARTMENT OF HEALTH,FL,TALLAHASSEE,Health Department,ASST_NON_NU50CK000554_075,FLORIDA DEPARTMENT OF HEALTH,L924BA1SEN75,L924BA1SEN75,FLORIDA DEPARTMENT OF HEALTH,Government|U.S. Regional/State Government,4052 BALD CYPRESS WAY,TALLAHASSEE,FL,USA,32399,LEON,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000555,cdc,Terminated,COMMONWEALTH OF VIRGINIA STATE BOARD OF HEALTH,VA,RICHMOND,Health Department,ASST_NON_NU50CK000555_075,COMMONWEALTH OF VIRGINIA STATE BOARD OF HEALTH,WG23DWXFNL81,HUT3VF4BE9C8,STATE OF VIRGINIA,Government|U.S. Regional/State Government,109 GOVERNOR STREET 12TH FLOOR,RICHMOND,VA,USA,23219,RICHMOND (CITY),04,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000557,cdc,Terminated,CITY OF HOUSTON,TX,HOUSTON,Health Department,ASST_NON_NU50CK000557_075,CITY OF HOUSTON,GULQZBMP2SR3,,CITY OF HOUSTON,Government|U.S. Regional/State Government,8000 N STADIUM DR,HOUSTON,TX,USA,77054,HARRIS,09,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000558,cdc,Terminated,MINISTRY OF HEALTH IN THE REPU BLIC OF THE MARSHALL ISLANDS,MH,MAJURO,Health Department,ASST_NON_NU50CK000558_075,MINISTRY OF HEALTH IN THE REPU BLIC OF THE MARSHALL ISLANDS,SD96AMWETGC8,,,,DELAP IN CAPITAL CITY OF M,MAJURO,MH,USA,96960,,99,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000562,cdc,Terminated,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,Health Department,ASST_NON_NU50CK000562_075,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,Y3WEW9MQ6NH5,,,Government|U.S. Regional/State Government,4300 CHERRY CREEK DR S,DENVER,CO,USA,80246,ARAPAHOE,01,2025-03-24,,,,,,,GOV,0,0,government-entity
NU50CK000567,cdc,Terminated,"NATIONAL CENTER FOR FARMWORKER HEALTH, INC.",TX,BUDA,Other Social Services Organization,ASST_NON_NU50CK000567_075,"NATIONAL CENTER FOR FARMWORKER HEALTH, INC.",M2T8CJMD66B8,,,Nonprofit Organization,1770 FM 967,BUDA,TX,USA,78610,HAYS,21,2025-09-29,741826899,NATIONAL CENTER FOR FARMWORKER HEALTH INC,BUDA,78610,E32B,17148673,YES,1.0,1.5,exact-name+geo
NU50CK000569,cdc,Terminated,CENTRO DE LOS DERECHOS DEL MIGRANTE INC,MD,BALTIMORE,Other Social Services Organization,ASST_NON_NU50CK000569_075,CENTRO DE LOS DERECHOS DEL MIGRANTE INC,YND5Q9JB2KX9,,,Nonprofit Organization,711 W 40TH ST,BALTIMORE,MD,USA,21211,BALTIMORE (CITY),02,2025-09-29,202588279,CENTRO DE LOS DERECHOS DEL MIGRANTE INC,BALTIMORE,21211,,2730271,YES,1.0,1.5,exact-name+geo
NU50CK000574,cdc,Terminated,INFECTIOUS DISEASES SOCIETY OF AMERICA,VA,ARLINGTON,Other Health Organization,ASST_NON_NU50CK000574_075,INFECTIOUS DISEASES SOCIETY OF AMERICA,NSHLE77RR7K3,P6U6KZQJFAH3,INFECTIOUS DISEASES SOCIETY OF AMERICA,Nonprofit Organization,4040 WILSON BLVD,ARLINGTON,VA,USA,22203,ARLINGTON,08,2026-09-29,237045686,INFECTIOUS DISEASES SOCIETY OF AMERICA INC,ARLINGTON,22203,,32259941,YES,1.0,1.5,exact-name+geo
NU50CK000578,cdc,Terminated,ALIANZA AMERICAS,IL,CHICAGO,Other Educational Organization,ASST_NON_NU50CK000578_075,ALIANZA AMERICAS,SUC2KGKKSQE5,SUC2KGKKSQE5,ALIANZA AMERICAS,Nonprofit Organization,3030 W CERMAK RD APT 2,CHICAGO,IL,USA,60623,COOK,04,2025-09-29,342066826,ALIANZA AMERICAS,CHICAGO,60604,Q12,3425442,YES,1.0,0.5,exact-name+geo
NU50CK000586,cdc,Terminated,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,DC,WASHINGTON,Other Educational Organization,ASST_NON_NU50CK000586_075,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,L8CFJBXMJ6Q3,C2WXUGQMZJ23,AMERICAN ASSOCIATION OF COLLEGES AND UNIVERSITIES,Nonprofit Organization,655 K ST NW,WASHINGTON,DC,USA,20001,DISTRICT OF COLUMBIA,98,2025-03-29,362169124,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,20001,B030,353956949,YES,1.0,1.5,exact-name+geo
NU50CK000587,cdc,Terminated,NATIONAL ASSOCIATION OF COUNTY AND CITY HEALTH OFFICIALS,DC,WASHINGTON,Other Health Organization,ASST_NON_NU50CK000587_075,NATIONAL ASSOCIATION OF COUNTY AND CITY HEALTH OFFICIALS,SRH7DCCTU3G7,,,Nonprofit Organization,1201 I ST NW FL 4,WASHINGTON,DC,USA,20005,DISTRICT OF COLUMBIA,98,2026-09-29,,,,,,,GOV,0,0,government-entity
NU50CK000616,cdc,Terminated,PRISMA HEALTH-MIDLANDS,SC,COLUMBIA,Hospital,ASST_NON_NU50CK000616_075,PRISMA HEALTH-MIDLANDS,KQ3QX9AHQY76,,,Nonprofit Organization,1301 TAYLOR ST,COLUMBIA,SC,USA,29201,RICHLAND,06,2026-07-31,582296052,PRISMA HEALTH-MIDLANDS,GREENVILLE,29601,E210,1774721996,YES,1.0,0.0,exact-name
NU50CK000617,cdc,Terminated,EMORY UNIVERSITY,GA,ATLANTA,"Junior College, College & University",ASST_NON_NU50CK000617_075,EMORY UNIVERSITY,S352L5PJLMP8,,EMORY UNIVERSITY,Higher Education|Higher Education (Private),201 DOWMAN DR NE,ATLANTA,GA,USA,30322,DEKALB,05,2026-07-31,580566256,EMORY UNIVERSITY,ATLANTA,30322,B430,,YES,1.0,1.5,exact-name+geo
